"uuid","author","published","country","shares","type"
"a69d7bf5b737ee7e885f88843a7b5170e4eb6484","Admin","2016-11-18T14:09:52.817+02:00","ME",0,"bs"
"4d7d093de5e6534e6390ea51591979542dd0e535","Admin","2016-11-19T12:47:58.921+02:00","ME",0,"bs"
"4c82638f12ac62b2fc643a44fc56c88cd3778c62","Admin","2016-11-21T15:40:18.377+02:00","ME",0,"bs"
"5928a6c24cf6c7756ce136b9db6d77cd34066d8b","Admin","2016-11-22T17:49:50.111+02:00","ME",0,"bs"
"cf65f2232f6d8b72bab1a07aac5955cbc163ee47","John Kaminski","2016-11-23T13:19:41.075+02:00","ME",0,"bs"
"3928ca1d40a3d0d8fe313e23cd84bc11a5bc65fc","Admin","2016-11-24T19:47:13.277+02:00","ME",0,"bs"
"1a53654dbb2b58da6c2fc33c8e32105e7637f435","David Stockman","2016-10-27T01:47:39.312+03:00","US",0,"bs"
"27b927cace7b321ddd72fd7d7cbc81b0d4bb74a2","David Stockman","2016-10-27T03:19:35.130+03:00","US",0,"bs"
"624721d096402cabe43d72c4e015d6886954cb45","David Stockman","2016-10-27T16:16:44.636+03:00","US",0,"bs"
"48aebcfdee346a8e6ef2100a685b2059025f83b3","David Stockman","2016-10-27T16:16:45.307+03:00","US",0,"bs"
"2e581b993cb1553c32eba1735e26cdb08596628d","Lee Adler","2016-10-27T16:16:46.017+03:00","US",0,"bs"
"9fe490514617e9149e2814673277e66d4492e7bb","David Stockman","2016-10-27T23:17:33.552+03:00","US",0,"bs"
"7f18ad689867dbe04124071b3ba366ccc8e3d744","David Stockman","2016-10-28T00:18:23.647+03:00","EU",0,"bs"
"6f67d426f96bdd9773593286c6ad87a68747fd71","David Stockman","2016-10-28T16:14:58.623+03:00","EU",0,"bs"
"a2d8d26f8a16f06e10585121b902a1171f38167a","David Stockman","2016-10-28T16:31:39.423+03:00","EU",0,"bs"
"de96fe85f9c9af547a7b94f86b43306d733e0ba7","David Stockman","2016-10-30T08:05:55.543+02:00","EU",0,"bs"
"148e0a4ac8f943018dc4098932ecdf528a5f4318","David Stockman","2016-10-30T08:05:55.925+02:00","EU",0,"bs"
"fb832bed897e022d5a7c36061311e08a1d1651bf","David Stockman","2016-10-30T08:05:56.446+02:00","EU",0,"bs"
"1c3fc020e06e2afd93dee88e5a258dfa45c456c6","David Stockman","2016-10-30T17:48:47.395+02:00","US",0,"bs"
"f0d90d5260869b996b992f61e754d3a913a887e6","David Stockman","2016-10-31T17:12:46.774+02:00","US",0,"bs"
"2f5b4749682fab5194ebf546aa78bd29bdc95aa8","Lee Adler","2016-10-31T17:12:49.385+02:00","US",0,"bs"
"8b4b13355deff7120531041eb7cecea07ffc1f14","David Stockman","2016-10-31T17:12:50.151+02:00","US",0,"bs"
"3d9663b606e451eeadfcce2c730e547fc76a820e","Wall Street Journal","2016-10-31T22:53:57.557+02:00","EU",0,"bs"
"01c0d03e72695b8f829343e05e4f78062497207f","David Stockman","2016-11-01T01:06:31.690+02:00","US",0,"bs"
"0bf3283be289b2bfb5df621bc85bc7c32423c19c","David Stockman","2016-11-01T01:06:33.176+02:00","US",0,"bs"
"d495a3ca0681fb960c7aa8fab679e1750e465ee6","David Stockman","2016-11-01T16:01:55.566+02:00","US",0,"bs"
"c47ea08e41aa713b635a7831cecdfa7d16bc731c","Lee Adler","2016-11-01T16:01:55.729+02:00","US",0,"bs"
"62a3512aa8e9ce8adbb7e49f596492240c4a5128","David Stockman","2016-11-01T16:01:55.905+02:00","US",0,"bs"
"3cebc70036432cf5e843131c18b1b986afd8e984","David Stockman","2016-11-02T02:10:48.399+02:00","US",0,"bs"
"91069d591210bd9327372fe845eb2ded92ba71a8","David Stockman","2016-11-02T15:23:31.768+02:00","EU",0,"bs"
"0bea361f8ce091bd91bdf3d76fc337d3a8647bb1","David Stockman","2016-11-02T15:23:33.178+02:00","EU",0,"bs"
"c39c71b55326474fef26b807545c7d358f460315","Lee Adler","2016-11-02T15:23:34.810+02:00","EU",0,"bs"
"228decb97d4b1bfcfc12db23fe69aaa787399044","David Stockman","2016-11-02T21:24:32.331+02:00","EU",0,"bs"
"9e3bb359884a3e30acb12b6dc994ce22c6782078","David Stockman","2016-11-02T21:24:34.453+02:00","EU",0,"bs"
"f00da7f395885bcc3796b1a82953289f0da98170","David Stockman","2016-11-03T16:17:43.794+02:00","US",0,"bs"
"d49cee021073e111b3ce65c9f72139853d020cc3","David Stockman","2016-11-03T16:17:43.985+02:00","US",0,"bs"
"0f56c69c1da1f88c2e97d2edc6a0970c13ff8878","David Stockman","2016-11-04T00:58:07.050+02:00","US",0,"bs"
"10717a27b03d854738465772257cebef6932fd92","David Stockman","2016-11-04T17:26:26.012+02:00","US",0,"bs"
"3a7224ef0c43a4d9a143f954b124bbb5cb8c97d8","Lee Adler","2016-11-04T17:26:26.480+02:00","US",0,"bs"
"158b9bcf1b696fa15b389be4c43f12dadabf65a6","David Stockman","2016-11-04T17:26:27.176+02:00","US",0,"bs"
"61d5176459cc08d43662b1e5f2b7503c1c5427b5","Financial Times","2016-11-04T17:26:27.306+02:00","US",0,"bs"
"c4d43ad812b1745a2b7af504456a8595ca1b501a","David Stockman","2016-11-05T01:06:26.007+02:00","US",0,"bs"
"da73356a243d4a135f059be7130a11ac5334b33b","David Stockman","2016-11-05T01:06:26.208+02:00","US",0,"bs"
"f88f688ecc160c1d47ad178b014e39cfab9fda40","David Stockman","2016-11-07T16:23:38.852+02:00","US",0,"bs"
"c93a89d7cfaa125edcee99ee9688882f186ae879","Lee Adler","2016-11-07T16:23:39.404+02:00","US",0,"bs"
"0e2b804e6c2ece8e7d7841b9e54f838fce9261b1","Tyler Haynes","2016-11-07T16:23:40.695+02:00","US",0,"bs"
"b207967f670e21f6680f0839f4ce91fec8bb4327","David Stockman","2016-11-07T16:31:37.332+02:00","US",0,"bs"
"d908f0bcb5ffca6832ed05c7d61e83f4971f7e18","David Stockman","2016-11-08T22:38:37.807+02:00","US",0,"bs"
"d7578ed3c4f7866fb6413d2189ec9b79fa93d0b3","David Stockman","2016-11-08T21:16:00.000+02:00","US",0,"bs"
"4cb9e871cdafe250b596c284ab755d79d35d170b","David Stockman","2016-11-08T21:15:00.000+02:00","US",0,"bs"
"bcdebe49db4c520e130d72f5bfd90e3f432d7751","Lee Adler","2016-11-08T21:11:00.000+02:00","US",0,"bs"
"3049a143e4496eac8f4c3dd25b9580fb5c0f36a6","David Stockman","2016-11-09T17:00:06.382+02:00","US",0,"bs"
"7a21f61a395a71a8b964e3aa243eee0a1393fb9a","David Stockman","2016-11-09T18:39:47.875+02:00","US",0,"bs"
"9c27f1c6c1a397209542d0937144e4b50749d6f7","David Stockman","2016-11-09T20:36:25.723+02:00","US",0,"bs"
"39181b27021fe87cf3ba08d27de26d81c1f43115","David Stockman","2016-11-10T02:20:53.328+02:00","EU",0,"bs"
"18dcc8ebdc8c8cddea4b9d3fdd8c94476fb61c34","David Stockman","2016-11-10T16:50:17.079+02:00","US",0,"bs"
"30c77cfa01f77a393dac841bea783a806e543394","David Stockman","2016-11-10T16:50:20.739+02:00","US",0,"bs"
"4a36a30bb90f033848fd4926166f353edd7fc132","Lee Adler","2016-11-10T16:50:21.038+02:00","US",0,"bs"
"daa8b10e54f8a5f6ff494990e0defb4d9793b4e8","David Stockman","2016-11-12T00:34:24.228+02:00","US",0,"bs"
"cabb3c8f60d99f23c457d32eecaadc0856375906","David Stockman","2016-11-11T21:26:00.000+02:00","US",0,"bs"
"5ad96a0798e8e452e509037d39757c179dea21e2","David Stockman","2016-11-11T21:19:00.000+02:00","US",0,"bs"
"1dff577202ad5bd83262002fdab0e34ba19c41b5","David Stockman","2016-11-13T06:34:36.508+02:00","EU",0,"bs"
"ad739a16be5e01328995e2c8e0a62bd6b4fa1dfa","David Stockman","2016-11-13T17:38:42.418+02:00","EU",0,"bs"
"7e9f25b1d8381a54a413ab3773591b168dcb2e90","David Stockman","2016-11-13T23:02:40.085+02:00","US",0,"bs"
"e3a7ca628d2f286f31d560ff1cd397a6a3326689","David Stockman","2016-11-14T16:48:43.709+02:00","EU",0,"bs"
"47c485731c796dbae9a1f1974463a1561067e74f","David Stockman","2016-11-14T16:48:44.421+02:00","EU",0,"bs"
"e284dac6b4b7ebd4df238b7956f4c9870d4abec9","Lee Adler","2016-11-14T16:36:00.000+02:00","EU",0,"bs"
"a900ae5fa3103e709b59f2fb8dc87fd9bf9d16b7","David Stockman","2016-11-15T04:14:03.937+02:00","US",0,"bs"
"19102c912484fcc38037e3fac58a446eea26e602","David Stockman","2016-11-15T07:39:19.348+02:00","US",0,"bs"
"247affecf77ed92ff37b458709e32420e7306172","Lee Adler","2016-11-15T16:17:31.421+02:00","US",0,"bs"
"d1575580f68b67c3233e503d0af8fc6aa01b2ee4","David Stockman","2016-11-15T16:17:31.634+02:00","US",0,"bs"
"5c35509c8ce2b2dd0d1c96026ca9db13d910d475","David Stockman","2016-11-15T20:20:12.941+02:00","US",0,"bs"
"b65fda77f476b87559d3ffae47e34810cb135a40","David Stockman","2016-11-15T20:20:14.566+02:00","US",0,"bs"
"86e7647cea8f581116f3dff56aefa2d31ded9449","David Stockman","2016-11-16T16:19:00.676+02:00","US",0,"bs"
"b802735073d92b609f49b27299dfd3e17ce8bd52","David Stockman","2016-11-16T16:19:00.772+02:00","US",0,"bs"
"3a3cf1aed0aa91b1ab255b3dae8572d2040f2fbe","David Stockman","2016-11-16T22:24:18.423+02:00","US",0,"bs"
"327497bf10413fee427ead5d7b38fd3f36e58785","David Stockman","2016-11-16T22:24:20.025+02:00","US",0,"bs"
"cd96df40e3a4f9abc9a588e0ab1d642862fb2f1e","David Stockman","2016-11-16T22:24:20.247+02:00","US",0,"bs"
"4a7aaa007e56273e11f83c12ac89a6fc12b34618","David Stockman","2016-11-17T01:03:56.983+02:00","US",0,"bs"
"9e3145aed162fe72bb8bd4024b80e9d7252bc97a","David Stockman","2016-11-17T16:11:15.200+02:00","US",0,"bs"
"26fa8e6bdcfc5bb25898080ca6e31294c0704322","David Stockman","2016-11-17T16:17:05.511+02:00","US",0,"bs"
"1db67e151bca05c803ab08cb53fb2d4bb2be68d2","Lee Adler","2016-11-17T16:17:07.843+02:00","US",0,"bs"
"510fab28a259248fe104fe05f3bf596e22c3dfb9","David Stockman","2016-11-18T16:22:24.995+02:00","US",0,"bs"
"4ca663b524b8d0a1780892778caae644d11e18f5","Lee Adler","2016-11-18T16:22:25.524+02:00","US",0,"bs"
"fe0b2a0354bd29f1a43b2169689c12f909d65c2f","David Stockman","2016-11-18T16:22:25.943+02:00","US",0,"bs"
"87be8c9c13a16c1ea26afb3cdccd67e9ce349f12","David Stockman","2016-11-18T18:53:17.274+02:00","US",0,"bs"
"3bfb3859f31ca4b6ed598689ef130fda0e35f350","David Stockman","2016-11-19T16:38:33.981+02:00","US",0,"bs"
"64ffd120d931fc336ef41e32462d98513660a3a7","David Stockman","2016-11-19T16:38:34.088+02:00","US",0,"bs"
"bac191381303665f12028d1a4953ff41c2f102b2","David Stockman","2016-11-21T16:52:35.530+02:00","US",0,"bs"
"5a4e9bf208fa235a0acbc8cc92d64e8ef9ae4b70","David Stockman","2016-11-21T16:52:36.443+02:00","US",0,"bs"
"a3950fba100a61697fa5686491c184b6a6577773","Lee Adler","2016-11-21T16:52:39.929+02:00","US",0,"bs"
"a8b73ebe778d21efee89e695369a0d36b50ee74f","David Stockman","2016-11-21T20:30:52.740+02:00","US",0,"bs"
"3c6af3abcb77441614f9fb96089706162ff31c4b","David Stockman","2016-11-21T20:30:59.483+02:00","US",0,"bs"
"dc3f76303208dbd1aabe80685d780dbe1d27f8a4","David Stockman","2016-11-21T20:31:00.063+02:00","US",0,"bs"
"dbbd684939a4c847125d7148260071b069121100","David Stockman","2016-11-21T22:36:37.842+02:00","US",0,"bs"
"2fa528a02245c37f5721498de61f397799a04360","David Stockman","2016-11-22T16:49:15.381+02:00","US",0,"bs"
"54a26da9e3cdfb4a260630661bf6e6b5be895f72","David Stockman","2016-11-22T16:49:15.910+02:00","US",0,"bs"
"5d4bcb7d760feb10af4358bad046e049319d5304","Lee Adler","2016-11-22T16:49:16.081+02:00","US",0,"bs"
"d4d05a13402923df41e1ae6fe9103bde2921e275","David Stockman","2016-11-22T21:14:21.572+02:00","US",0,"bs"
"d955ee38e5db5e69a782a7a7674cb860b1b0927b","David Stockman","2016-11-23T15:33:56.316+02:00","US",0,"bs"
"e061376e5be513e80648b0a12b129fab88567a78","David Stockman","2016-11-23T17:43:24.674+02:00","US",0,"bs"
"5f57c31c3f697240d827b4c4ec6e0e465425f72d","Lee Adler","2016-11-23T17:43:28.334+02:00","US",0,"bs"
"49b9f13d4534d46fc8a6dc89005fa5dbad090917","David Stockman","2016-11-24T17:11:03.211+02:00","US",0,"bs"
"16175ce34831663d61e837504111c760a20bb10b","David Stockman","2016-11-25T15:09:03.577+02:00","US",0,"bs"
"08ab9d35ca238da38d703d72f477e1e305c54c16","Lee Adler","2016-11-25T16:39:05.264+02:00","US",0,"bs"
"2b51940ea03188abd5e7193d95c5c8f915f5162e","David Stockman","2016-11-25T17:53:50.125+02:00","US",0,"bs"
"4ff0c99586753a92f0445b39901e50e152774f41","marlene","2016-10-27T10:25:56.830+03:00","US",0,"bs"
"43b275b89bc23eacd26bb139a0fc2d0807e604c0","Matibob","2016-10-27T10:25:57.105+03:00","US",0,"bs"
"145c1c65dc2550b0ba2498710a6f76ca024f08ee","jaded","2016-10-27T10:26:01.938+03:00","US",0,"bs"
"10956431bde7a25e6128c67150b0add9de6318ff","marlene","2016-10-27T13:22:00.569+03:00","US",0,"bs"
"a5809c42e1e6bc351a8cf9b00fec2a4aa587aea2","Ryan Banister","2016-10-27T13:22:10.251+03:00","US",0,"bs"
"204281da1472cbe0c5db8c69cc0a53989bc5fab3","Chris Menahan","2016-10-27T13:22:10.427+03:00","US",0,"bs"
"775c9c483851fb9828ab60bbd5efb320204f4eb8","Pamela Geller","2016-10-27T13:22:11.250+03:00","US",0,"bs"
"c1bfe9f36855987dbcad49fe8b442b9b94ea3aca","Claire Bernish","2016-10-27T13:22:12.612+03:00","US",0,"bs"
"d75d924ca952e6425b3131ff44a33d2eea5a9ea4","Melissa Dykes","2016-10-27T13:22:16.118+03:00","US",0,"bs"
"13e6aa3d46c4f349a143b474b752e517fb54ee27","Dr. Eowyn","2016-10-27T13:22:16.320+03:00","US",0,"bs"
"a329683c8c13d364dfd7134a8343b1c98d3333dc","mildred.kraus","2016-10-27T13:22:38.606+03:00","US",0,"bs"
"e4afa4d66fcf26345894864ab0605a1848fa9df8","mildred.kraus","2016-10-27T13:22:43.833+03:00","US",0,"bs"
"f2443a3261a67f185e0cafcaa22452fceaa7cd3e","mildred.kraus","2016-10-27T13:22:47.361+03:00","US",0,"bs"
"fa573ffcd476eb2123dc8cd1c97cbd46f74878f4","Paul Joseph Watson","2016-10-27T16:35:53.371+03:00","US",0,"bs"
"84c7bd7ac53b0e0ea1a244351dd7b43753782e60","The Daily Sheeple","2016-10-27T16:35:53.451+03:00","US",0,"bs"
"95dcc3b9a6530841980d54b93b1b1936d30cd64f","Michael Snyder","2016-10-27T16:35:53.511+03:00","US",0,"bs"
"01eb18156d581fea845280313ef14d70e7e4db11","Tim Brown","2016-10-27T16:35:53.530+03:00","US",0,"bs"
"1dc32f8d59fb9321739e80f0e5c2d86aa827d5fd","Butch","2016-10-28T01:10:15.898+03:00","US",0,"bs"
"0033f6cdf61d859bf450adf84fce0293f0e36a46","Jimbeau","2016-10-28T01:10:16.574+03:00","US",0,"bs"
"50015ef7d94951b95b7dfc23546483dfd2e4c7eb","lloyd Lisco","2016-10-28T01:10:16.830+03:00","US",0,"bs"
"3817771b51a960124e74f522caa84571696ccb39","braindiseasecalledliberalism","2016-10-28T01:10:17.104+03:00","US",0,"bs"
"16a72ce8838b3d1f2ee5fb8cd6b718fd0659735d","lloyd Lisco","2016-10-28T01:10:18.651+03:00","US",0,"bs"
"1c135f9dc305183f718968e148e0802b66e632d8","Boriqua ConHambrre","2016-10-28T04:34:46.048+03:00","US",0,"bs"
"6fcc96b08b5ddd53b954d4ab02a148345417ff9d","toddyo1935","2016-10-28T04:34:48.405+03:00","US",0,"bs"
"aba20727e98d3e258da8102818952f4ba594ccdc","marlene","2016-10-28T04:34:50.462+03:00","US",0,"bs"
"732bd9692bcd9c2a722c1236f2daeb9a6bcc76f4","donaldbreaux","2016-10-28T08:16:03.355+03:00","US",0,"bs"
"ffd18875db127daae292d1d6137ca3ad0257b6ce","Jack Burns","2016-10-28T13:59:40.319+03:00","US",0,"bs"
"2ae4c21423dbf98549446867b3e54f77f0f7975a","Piper McGowin","2016-10-28T13:59:41.688+03:00","US",0,"bs"
"47bf6038bd756977f36e766fd3c22c58bb65bcdc","Michael Snyder","2016-10-28T13:59:43.899+03:00","US",0,"bs"
"aa033dd3c15fdd87def123c9f0b7629d6a4b1b2a","Mac Slavo","2016-10-28T13:59:44.966+03:00","US",0,"bs"
"e8b6f3df7efdbeb3639a056c2f57e54a1c894749","Daisy Luther","2016-10-28T13:59:45.686+03:00","US",0,"bs"
"40c0c3b52ff54de7abc2f7b9f484f6ec0f8d6d87","Jay Syrmopoulos","2016-10-28T13:59:46.087+03:00","US",0,"bs"
"771fd7209154a18332af990efb025129c35c9cbc","Mac Slavo","2016-10-28T13:59:47.731+03:00","US",0,"bs"
"05438d0cc7ad797cfc0978c208c841f63f50f5cb","Chris Menahan","2016-10-28T14:23:04.596+03:00","US",0,"bs"
"bb51a2d6ebdcb6e8544650f128325519f9e0a778","Dr. Eowyn","2016-10-28T14:23:05.130+03:00","US",0,"bs"
"fe4fce79a9c502c08416521ed33dc1c4c8d67edd","Chris Menahan","2016-10-28T14:47:53.248+03:00","US",0,"bs"
"5c092e0fde2d19818f921064392dd1457a9d8641","Paul Joseph Watson","2016-10-28T15:15:15.760+03:00","US",0,"bs"
"940db52b1cd835b1c85dd9369c3dd642f0bfc20f","Richard Johnson","2016-10-29T11:31:22.240+03:00","US",0,"bs"
"f128859f9c3e04657818ed88173338bd6f3fe754","Richard Johnson","2016-10-29T11:31:30.569+03:00","US",0,"bs"
"87f2251adee96b42f9409d2e0c166839840070c9","Lakshmima","2016-10-29T11:31:40.766+03:00","US",0,"bs"
"717ab1c6c225a479dba418b53c20c240612a44b4","Lakshmima","2016-10-29T11:31:50.526+03:00","US",0,"bs"
"d185eea16fdc6a1f3907178a0826f86433e624c5","Lakshmima","2016-10-29T11:31:51.367+03:00","US",0,"bs"
"ea23bb6a58d83cdb9dfc348095ad0b6d7f4b1efa","Lakshmima","2016-10-29T11:31:51.943+03:00","US",0,"bs"
"34bcb78431b6b33eeabbccd347ea15122f29327d","Richard Johnson","2016-10-29T11:31:53.920+03:00","US",0,"bs"
"e2b1017e29c15d416917c339d3c95ccd68688e82","Dr. Eowyn","2016-10-29T12:05:51.421+03:00","US",0,"bs"
"d78193fd9a2d9e935846db0f2e145bda5100fb5f","Claire Bernish","2016-10-29T12:05:52.327+03:00","US",0,"bs"
"a37339ec3487764df2d53e538ae1d4c40aa7961a","Michael DePinto","2016-10-29T13:47:53.659+03:00","US",0,"bs"
"05da115f7a30ecbe686e50a6eb0020d6ac37003b","Daisy Luther","2016-10-29T13:47:53.750+03:00","US",0,"bs"
"3d38cefa005d3d230dca5271b034f50cba0f6064","Dr. Eowyn","2016-10-29T13:47:54.143+03:00","US",0,"bs"
"d6d49d3a3823621cc43ecf7034e6a59952b23292","Chris Menahan","2016-10-29T13:47:54.932+03:00","US",0,"bs"
"fde4420b0c5df46eec788d3facd85a05986a2e0d","Michael Snyder","2016-10-29T13:47:55.222+03:00","US",0,"bs"
"5574b1e67ac76baa0b1662ffdb71bffbfb646416","Chris Menahan","2016-10-29T13:47:55.284+03:00","US",0,"bs"
"72314c829eb002820da2aacb81376bd9440ed944","mad-aussie","2016-10-29T14:11:15.594+03:00","US",0,"bs"
"9aa199d0d7af52961adaaeedfba909e05d28931d","ConservativeSenior","2016-10-29T14:11:16.850+03:00","US",0,"bs"
"cb36768872ffb2dd99c7d0f801698fedfc736e5a","Dennis Paul Habern","2016-10-29T14:11:18.569+03:00","US",0,"bs"
"8626d9806e9bf035c411050e64483dee3076101b","Tonya Parnell","2016-10-29T14:11:22.143+03:00","US",0,"bs"
"539586db19794cdfdfe4fb475199251bbc66e405","Tonya Parnell","2016-10-29T14:11:23.825+03:00","US",0,"bs"
"258c353150f8f56eab601959af79124af510b25c","Terry","2016-10-29T16:15:37.410+03:00","US",0,"bs"
"646963d8060c3b3fc9806b0c43d698c50e50a3e1","Tooney","2016-10-29T16:15:37.665+03:00","US",0,"bs"
"21006bf2dfde3820626754d06c3c296f06da6ed4","misterdawg","2016-10-29T16:15:37.726+03:00","US",0,"bs"
"007585f9155dc977eeb05b62fcfb1e9be57cd5d8","Carey Wedler","2016-10-29T16:25:16.690+03:00","US",0,"bs"
"f879a808ffdbcc33363512be6fd14b544dc6ff84","Isaac Davis","2016-10-29T16:25:17.908+03:00","US",0,"bs"
"4b894abb2193f8141aa5cbb5f2e12b7adb5bc0ea","Tim Brown","2016-10-29T16:25:18.332+03:00","US",0,"bs"
"30917fdc5a9cf068e1ddc2e1bebe0f29a8bfd39c","Paul Joseph Watson","2016-10-29T17:05:00.000+03:00","US",0,"bs"
"c1dabee66bacdee024ec3d1e1b4489b37f8f1d0d","marlene","2016-10-30T00:31:16.065+03:00","US",0,"bs"
"34c2bc24ac18949f2314c606f6396156b2b2884d","runsinquicksand","2016-10-30T00:31:16.103+03:00","US",0,"bs"
"c1450e6f35e3b3dd7710f7dad1e165458de25b22","lenore.lee","2016-10-30T04:58:05.990+02:00","US",0,"bs"
"963d4ad223a188c8a5082fd12824a0047893713a","lenore.lee","2016-10-30T04:58:09.116+02:00","US",0,"bs"
"d12f4b0a8a5bfce469c956bd6e8e720cd6f2dda2","Chris Menahan","2016-10-30T11:29:48.982+02:00","US",0,"bs"
"9d47787f2c68fb10937cc23ee85b6118c01bb4ab","Claire Bernish","2016-10-30T11:44:02.629+02:00","US",0,"bs"
"46b8908349e22f13f6c5304b72e56f9bc06a612b","Pamela Geller","2016-10-30T12:00:30.901+02:00","US",0,"bs"
"2fe47a85b5b4e04b91e2e4fe4c0d2477bde78b0c","Dr. Eowyn","2016-10-30T12:00:31.295+02:00","US",0,"bs"
"d4762c3c3f31dd40fb04c95d933e8eb008a5485d","Tonya Parnell","2016-10-30T12:06:18.987+02:00","US",0,"bs"
"bbfa00cdbd7ab92467510a42b47ff32b6fcbb69c","Isaac Davis","2016-10-30T12:29:21.111+02:00","US",0,"bs"
"502fe4b53306fa848b40704d9d379db42c4e6442","Tim Brown","2016-10-30T12:57:36.155+02:00","US",0,"bs"
"d4b2a44dfe9725cb39fecfc0d6ef320cbf68247c","The Free Thought Project","2016-10-30T13:12:36.265+02:00","US",0,"bs"
"14954af7321bc70223a992e1715883d0856abc3e","Daisy Luther","2016-10-30T13:24:58.660+02:00","US",0,"bs"
"c39d1692277accef7bc2fc4d2246153379ea0b92","Pamela Geller","2016-10-30T13:42:09.328+02:00","US",0,"bs"
"961fade40ca080163b9ef67340f92d03452830cb","Tim Brown","2016-10-30T18:59:00.000+02:00","US",0,"bs"
"249ad1a3e0490aacaea7e3b9179b86f6856f721b","DL","2016-10-31T02:35:28.428+02:00","US",0,"bs"
"00b148a8e066be3bf0c91cff2273fa4ab0481428","hawkmo99","2016-10-31T02:35:34.486+02:00","US",0,"bs"
"1e102df6233e6f7766d7a6c2211dc3537719f9ef","Terry","2016-10-31T03:41:45.100+02:00","US",0,"bs"
"6b0225ff5458fe0d9bac76491f24927f5297b3bd","Jonathan Brooks","2016-10-31T03:54:14.559+02:00","US",0,"bs"
"5a424c12e786876d5fbf5102ea8ab7dfa8c9f640","marlene","2016-10-31T08:17:36.712+02:00","US",0,"bs"
"19da6e42c5bc2505641b06441f204408ef4de79a","marlene","2016-10-31T09:57:43.209+02:00","US",0,"bs"
"48b34ad61affb27750466b2f28786b61db041642","Truth Detector","2016-10-31T12:28:27.453+02:00","US",0,"bs"
"8b8f41c4ad95c22c49563b283e832137b2352a91","Paulus","2016-10-31T12:54:56.629+02:00","US",0,"bs"
"551cae0d20d601afe11a2784cf1af65c8466aff1","Ann Tenna","2016-10-31T12:54:58.827+02:00","US",0,"bs"
"2e75bc5248806f4dc362378136d8ff51a6f0e954","Michael Snyder","2016-10-31T13:12:38.048+02:00","US",0,"bs"
"5e672f28f1006fd308c531ad68014f66cb1aac5e","Chris Menahan","2016-10-31T13:12:46.612+02:00","US",0,"bs"
"bc8091c7096a84e6b138ac9b4f121958302ac8a6","David Risselada","2016-10-31T13:12:47.326+02:00","US",0,"bs"
"c2834e0cea9365c3cee31e78d52b4146a373d6df","Daisy Luther","2016-10-31T13:12:49.690+02:00","US",0,"bs"
"b43d7e99cc67605e4da5a1e9f818f7a26d01c682","Theodore Shoebat","2016-10-31T13:12:52.632+02:00","US",0,"bs"
"c0f934908023e49f8789eda71238a2c9def5c497","Claire Bernish","2016-10-31T13:12:55.637+02:00","US",0,"bs"
"2b1f450ed4dce6e0a5b1b83d586c5cf5229f0c0d","Daisy Luther","2016-10-31T13:12:59.920+02:00","US",0,"bs"
"a7285363f2869d5e0c6bff78c3b872fa75b25518","Michael Snyder","2016-10-31T13:13:00.664+02:00","US",0,"bs"
"e6a500b909dc21c8c51630bd1d121b542a80271a","Nathaniel Mauka","2016-10-31T13:39:19.299+02:00","US",0,"bs"
"ebb4df3a73c7185958629b648a8c7b2a13bcfc23","Kingdom Ambassador","2016-10-31T13:50:11.728+02:00","US",0,"bs"
"71e294ca94b16bf3d18296e9eb9341e22b4718da","marlene","2016-10-31T13:50:20.128+02:00","US",0,"bs"
"c63cc5963b4de4c4f71be147cedd8f25c751dea2","marlene","2016-10-31T13:50:33.430+02:00","US",0,"bs"
"ad18f7d8664da48322d5d5cc1d31c033d8396016","wtromp@operamail.com (WT)","2016-10-29T02:24:46.723+03:00","US",0,"bs"
"29a5a966bee6bb9f0feaac00fa120e03c9d0c03a","Ike Mclean","2016-10-27T15:25:55.549+03:00","US",0,"bs"
"876b6d94afd05e0a3b72cb20358c50dab20f0db0","Ike Mclean","2016-10-28T15:57:17.661+03:00","US",0,"bs"
"f2d0641ac2d73f5d98c9bcc22e3b1693f514abb2","Dean Daniels","2016-10-28T23:47:29.285+03:00","US",0,"bs"
"c658e973112a9ad4d38fb19153105f1156f46240","Dml Daily","2016-10-29T07:30:28.401+03:00","US",0,"bs"
"ee2b011fcf6a0967987ba69a5a4a504762c99743","Dml Daily","2016-10-29T08:00:00.000+03:00","US",0,"bs"
"a4fcb6e89564960abd38071d80c1888339c31fd9","Dml Daily","2016-11-02T15:03:51.525+02:00","US",0,"bs"
"08691ea896637b73443275c55617ee40516dbb94","A. Griffee","2016-11-02T07:00:00.000+02:00","US",0,"bs"
"1f984269a14376859e0b02ee3cf2d49cec0daed4","Dml Daily","2016-11-04T16:06:53.557+02:00","US",0,"bs"
"26a48eae6a4cc9b29ee8713588858ad9fa2aa96c","A. Griffee","2016-11-07T19:34:00.000+02:00","US",0,"bs"
"797ab6ed4500688884fc114e9d81e25e8302a5de","","2016-11-08T01:57:37.212+02:00","US",0,"bs"
"4d7d9ba6aa9be50b528f9c97f14ed4254be7237f","Ike Mclean","2016-11-11T15:13:00.000+02:00","US",0,"bs"
"f08cd66eed9837830e3358c7e84d778ee97db512","Dml Daily","2016-11-12T22:17:00.000+02:00","US",0,"bs"
"5ef26829451f1225904d667d548a33f1ffa6a699","","2016-11-20T23:51:00.000+02:00","US",0,"bs"
"36074a4a08274ccc7844142b99e474382b9c22ef","Ike Mclean","2016-11-21T22:08:00.000+02:00","US",0,"bs"
